step,fast_slow_gap,fast_wins,bernoulli_llr,familiarity_weight,weighted_bernoulli_llr,cusum_W,detector_active,regime_change,epistemic_uncertainty,epistemic_ref,log_p_fast,log_p_slow,fast_mean_total_var,slow_mean_total_var,fast_mean_epistemic_var,slow_mean_epistemic_var,initial_warmup_remaining,post_change_warmup_remaining,predictor_nll
13600,0.00000000,0,0.00000000,0.67508390,0.00000000,0.00000000,0,0,0.07255317,0.04897948,-19.92143440,-19.92143440,16.13134956,16.13134956,0.07255317,0.07255317,0,617,18.45193481
13700,0.00000000,0,0.00000000,0.55086078,0.00000000,0.00000000,0,0,0.08936130,0.04922563,-19.69158173,-19.69158173,38.53831482,38.53831482,0.08936130,0.08936130,0,517,20.63578161
13800,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,0,0,0.02029719,0.04945639,-22.09764862,-22.09764862,6.60408592,6.60408592,0.02029719,0.02029719,0,417,22.30549240
13900,0.00000000,0,0.00000000,0.81606961,0.00000000,0.00000000,0,0,0.06090499,0.04970271,-18.27230072,-18.27230072,31.32699585,31.32699585,0.06090499,0.06090499,0,317,18.32066917
14000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,0,0,0.00329168,0.04989859,-30.50482368,-30.50482368,1.10414088,1.10414088,0.00329168,0.00329168,0,217,30.67666054
14100,0.00000000,0,0.00000000,0.28967130,0.00000000,0.00000000,0,0,0.17243613,0.04994980,-28.39818954,-28.39818954,26.78579903,26.78579903,0.17243613,0.17243613,0,117,30.75668716
14200,0.00000000,0,0.00000000,0.41202823,0.00000000,0.00000000,0,0,0.12164322,0.05012044,-23.77033806,-23.77033806,40.47550583,40.47550583,0.12164322,0.12164322,0,17,26.51027807
14300,-0.70298004,0,-0.51082562,0.59770283,-0.30532192,0.00000000,1,0,0.08429878,0.05038562,-20.18450546,-19.48152542,31.31938744,33.97074890,0.09378689,0.08429878,0,0,22.12197367
14400,-0.26696968,0,-0.51082562,0.71214481,-0.36378182,0.67249025,1,0,0.07105758,0.05060329,-20.47719765,-20.21022797,25.31842041,26.77215004,0.07083642,0.07105758,0,0,21.29389763
14500,0.36172295,1,0.33647224,1.00000000,0.33647224,4.89997461,1,0,0.04624089,0.05074900,-21.27958488,-21.64130783,17.62068367,20.41756821,0.04878494,0.04624089,0,0,21.77575684
14600,-0.25663757,0,-0.51082562,0.79320596,-0.40518993,18.72126356,1,0,0.06417652,0.05090520,-18.77818298,-18.52154541,16.05821991,18.83080673,0.06937000,0.06417652,0,0,18.72294998
14700,0.18563461,1,0.33647224,1.00000000,0.33647224,26.91180057,1,0,0.04943119,0.05110589,-20.35046196,-20.53609657,9.33974266,10.80682755,0.04699794,0.04943119,0,0,19.57602882
14800,0.89876556,1,0.33647224,1.00000000,0.33647224,42.79428700,1,0,0.04245917,0.05128590,-17.99035645,-18.88912201,9.53826523,10.99303818,0.04258367,0.04245917,0,0,18.91025352
14900,0.94985199,1,0.33647224,0.72765214,0.24483474,58.81125087,1,0,0.07071962,0.05145928,-16.30477905,-17.25463104,20.63857269,26.47692490,0.07198767,0.07071962,0,0,16.91584015
15000,-0.33171844,0,-0.51082562,1.00000000,-0.51082562,72.65449846,1,0,0.00301260,0.05161696,-56.69194031,-56.36022186,1.13419998,1.17449844,0.00303929,0.00301260,0,0,58.16483116
15100,1.68071556,1,0.33647224,0.52858507,0.17785420,63.07350638,1,0,0.09775340,0.05167099,-23.20893860,-24.88965416,21.56059074,23.31432724,0.09932692,0.09775340,0,0,24.61426544
15200,1.27180290,1,0.33647224,0.92195726,0.31021302,89.52301928,1,0,0.05607862,0.05170209,-21.79232597,-23.06412888,6.74228859,6.39198637,0.05320084,0.05607862,0,0,22.03504848
15300,0.00000000,0,0.00000000,0.60850324,0.00000000,0.00000000,0,0,0.08502017,0.05173505,-21.46688271,-21.46688271,11.81813431,11.81813431,0.08502017,0.08502017,0,939,22.24563599
15400,0.00000000,0,0.00000000,0.67236452,0.00000000,0.00000000,0,0,0.07695843,0.05174411,-25.43400955,-25.43400955,10.78046894,10.78046894,0.07695843,0.07695843,0,839,26.11593819
15500,0.00000000,0,0.00000000,0.93917318,0.00000000,0.00000000,0,0,0.05513763,0.05178378,-24.46803284,-24.46803284,13.72042847,13.72042847,0.05513763,0.05513763,0,739,25.56520557
15600,0.00000000,0,0.00000000,0.76728825,0.00000000,0.00000000,0,0,0.06745370,0.05175644,-20.82772446,-20.82772446,24.20177460,24.20177460,0.06745370,0.06745370,0,639,22.02336836
15700,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,0,0,0.01819639,0.05167047,-23.00574112,-23.00574112,3.62408876,3.62408876,0.01819639,0.01819639,0,539,22.86070490
15800,0.00000000,0,0.00000000,0.68942931,0.00000000,0.00000000,0,0,0.07483751,0.05159518,-21.02040482,-21.02040482,21.09529686,21.09529686,0.07483751,0.07483751,0,439,21.90350024
15900,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,0,0,0.02618303,0.05148129,-17.64295578,-17.64295578,6.74608088,6.74608088,0.02618303,0.02618303,0,339,17.66867113
16000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,0,0,0.00499127,0.05149253,-76.92984772,-76.92984772,1.29639244,1.29639244,0.00499127,0.00499127,0,239,78.49591573
16100,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,0,0,0.03024349,0.05152301,-17.38375664,-17.38375664,18.88056755,18.88056755,0.03024349,0.03024349,0,139,17.27374840
16200,0.00000000,0,0.00000000,0.55446085,0.00000000,0.00000000,0,0,0.09330696,0.05173506,-18.59462547,-18.59462547,35.87510681,35.87510681,0.09330696,0.09330696,0,39,19.79360962
16300,0.61998940,1,0.33647224,0.77588519,0.26106382,4.61623448,1,0,0.06693651,0.05193504,-18.01940918,-18.63939857,22.01786613,23.16908455,0.06536751,0.06693651,0,0,18.35537434
16400,-0.14872169,0,-0.51082562,1.00000000,-0.51082562,5.96084364,1,0,0.03094457,0.05215003,-19.57197762,-19.42325592,8.72265530,9.74623108,0.03102766,0.03094457,0,0,19.68330669
16500,0.27075958,1,0.33647224,1.00000000,0.33647224,14.00831863,1,0,0.03470664,0.05234727,-18.82259369,-19.09335327,6.61564302,7.64453793,0.03371398,0.03470664,0,0,19.39033000
16600,1.03241920,1,0.33647224,0.61729258,0.20770181,18.36723622,1,0,0.08516364,0.05257088,-18.86191177,-19.89433098,17.62378693,22.36652374,0.07818738,0.08516364,0,0,18.99356842
16700,0.60195732,1,0.33647224,0.88387030,0.29739782,24.74226219,1,0,0.05971342,0.05277891,-16.26258469,-16.86454201,14.79527092,18.92782211,0.05654985,0.05971342,0,0,16.09298539
16800,0.50295258,1,0.33647224,0.97244065,0.32719928,29.26661859,1,0,0.05442836,0.05292835,-17.42833900,-17.93129158,22.01926422,27.40169334,0.05471832,0.05442836,0,0,17.71662521
16900,0.98055267,1,0.33647224,0.36956564,0.12434858,44.80693304,1,0,0.14343923,0.05301021,-16.26782990,-17.24838257,38.28919220,44.62548065,0.13378778,0.14343923,0,0,18.88508368
17000,-0.87296295,0,-0.51082562,1.00000000,-0.51082562,54.04016448,1,0,0.00445129,0.05318404,-38.29734039,-37.42437744,1.17435467,1.23793650,0.00450469,0.00445129,0,0,38.47581100
17100,1.26336479,1,0.33647224,1.00000000,0.33647224,55.67064727,1,0,0.02378670,0.05303307,-16.28780556,-17.55117035,5.73314190,6.36134434,0.02917629,0.02378670,0,0,16.07773399
17200,0.45471573,1,0.33647224,1.00000000,0.33647224,81.40590227,1,0,0.02584861,0.05293035,-24.24691772,-24.70163345,2.78650832,2.83729601,0.02493509,0.02584861,0,0,24.12280607
17300,0.00000000,0,0.00000000,0.58346682,0.00000000,0.00000000,0,0,0.09075410,0.05295201,-19.01189613,-19.01189613,23.47816277,23.47816277,0.09075410,0.09075410,0,975,19.03252745
17400,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,0,0,0.04709206,0.05299091,-16.73478127,-16.73478127,18.58701897,18.58701897,0.04709206,0.04709206,0,875,16.35835552
17500,0.00000000,0,0.00000000,0.89249917,0.00000000,0.00000000,0,0,0.05946694,0.05307420,-17.01906013,-17.01906013,26.33739471,26.33739471,0.05946694,0.05946694,0,775,18.71401072
17600,0.00000000,0,0.00000000,0.90519967,0.00000000,0.00000000,0,0,0.05885798,0.05327823,-16.05125046,-16.05125046,20.18263435,20.18263435,0.05885798,0.05885798,0,675,16.79913998
17700,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,0,0,0.03995981,0.05340191,-14.59247971,-14.59247971,6.96023130,6.96023130,0.03995981,0.03995981,0,575,14.81139851
17800,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,0,0,0.05207404,0.05355575,-17.97618484,-17.97618484,15.59886646,15.59886646,0.05207404,0.05207404,0,475,19.64444160
17900,0.00000000,0,0.00000000,0.40813770,0.00000000,0.00000000,0,0,0.13141899,0.05363704,-17.25962448,-17.25962448,28.43759155,28.43759155,0.13141899,0.13141899,0,375,18.52585602
18000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,0,0,0.00312978,0.05369569,-48.27435303,-48.27435303,1.16352618,1.16352618,0.00312978,0.00312978,0,275,48.18764019
18100,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,0,0,0.03815836,0.05347258,-15.56928062,-15.56928062,5.10612202,5.10612202,0.03815836,0.03815836,0,175,15.36710008
18200,0.00000000,0,0.00000000,0.73498381,0.00000000,0.00000000,0,0,0.07265617,0.05340111,-18.94536781,-18.94536781,10.63497543,10.63497543,0.07265617,0.07265617,0,75,19.06950111
18300,0.06720734,1,0.33647224,1.00000000,0.33647224,2.41737460,1,0,0.03384398,0.05328684,-19.44437408,-19.51158142,8.71200562,8.57415676,0.03513049,0.03384398,0,0,20.07740211
18400,-1.93156052,0,-0.51082562,0.66413132,-0.33925530,0.00000000,1,0,0.08024434,0.05329278,-19.74118805,-17.80962753,25.65414047,23.28326416,0.08074315,0.08024434,0,0,19.14298948
18500,0.29066086,1,0.33647224,0.68233300,0.22958611,2.17167813,1,0,0.07793370,0.05317673,-18.20755196,-18.49821281,19.16884041,16.92313385,0.07266653,0.07793370,0,0,18.61577670
18600,0.12038040,1,0.33647224,1.00000000,0.33647224,8.11856476,1,0,0.05121361,0.05306188,-21.80169106,-21.92207146,9.54817390,8.40269470,0.05363521,0.05121361,0,0,22.41784604
18700,0.77072716,1,0.33647224,1.00000000,0.33647224,28.06889865,1,0,0.03735532,0.05294678,-19.39989281,-20.17061996,8.87610722,7.54780579,0.04053024,0.03735532,0,0,19.71485376
18800,-0.16860580,0,-0.51082562,0.65763638,-0.33593751,50.08972784,1,0,0.08038133,0.05286168,-16.17322922,-16.00462341,19.02035332,16.01369476,0.08323284,0.08038133,0,0,16.73385696
18900,1.08207893,1,0.33647224,1.00000000,0.33647224,75.27994428,1,0,0.03293995,0.05277514,-17.58129883,-18.66337776,10.27391720,9.18339348,0.03404580,0.03293995,0,0,17.52179972
19000,1.41204453,1,0.33647224,1.00000000,0.33647224,97.29069295,1,0,0.00302568,0.05268721,-33.57699203,-34.98903656,1.23440218,1.20582962,0.00304715,0.00302568,0,0,33.52548726
19100,0.00000000,0,0.00000000,0.90271262,0.00000000,0.00000000,0,0,0.05825847,0.05259066,-19.38001633,-19.38001633,22.78356361,22.78356361,0.05825847,0.05825847,0,917,20.32411814
19200,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,0,0,0.02459048,0.05244041,-19.97697639,-19.97697639,5.14530754,5.14530754,0.02459048,0.02459048,0,817,20.54115677
19300,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,0,0,0.04466448,0.05243596,-18.25822067,-18.25822067,12.83385754,12.83385754,0.04466448,0.04466448,0,717,18.98417616
19400,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,0,0,0.04683813,0.05243346,-19.90737152,-19.90737152,10.85249043,10.85249043,0.04683813,0.04683813,0,617,19.45721436
19500,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,0,0,0.03643113,0.05229169,-18.25933075,-18.25933075,8.64243507,8.64243507,0.03643113,0.03643113,0,517,18.30703163
19600,0.00000000,0,0.00000000,0.42991743,0.00000000,0.00000000,0,0,0.12130984,0.05215321,-20.80314255,-20.80314255,40.91334152,40.91334152,0.12130984,0.12130984,0,417,33.05239868
19700,0.00000000,0,0.00000000,0.43654064,0.00000000,0.00000000,0,0,0.11997489,0.05237391,-22.15708351,-22.15708351,45.78535461,45.78535461,0.11997489,0.11997489,0,317,45.82313919
19800,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,0,0,0.04257353,0.05253667,-16.85913849,-16.85913849,14.98948479,14.98948479,0.04257353,0.04257353,0,217,16.90369873
19900,0.00000000,0,0.00000000,0.78481269,0.00000000,0.00000000,0,0,0.06709951,0.05266055,-20.02628517,-20.02628517,33.98950958,33.98950958,0.06709951,0.06709951,0,117,20.89189593
20000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,0,0,0.00512592,0.05283173,-51.47708130,-51.47708130,1.29936397,1.29936397,0.00512592,0.00512592,0,17,54.20247459
20100,0.50344658,1,0.33647224,1.00000000,0.33647224,24.83265726,1,0,0.05001689,0.05271100,-17.14956474,-17.65301132,8.92431736,8.49631119,0.04882916,0.05001689,0,0,16.87130674
20200,1.08408356,1,0.33647224,1.00000000,0.33647224,54.89499193,1,0,0.02881537,0.05261497,-19.88151932,-20.96560287,4.65778255,4.24332333,0.03095095,0.02881537,0,0,19.99570656
20300,0.45553589,1,0.33647224,0.52712529,0.17736302,73.28555360,1,0,0.09996047,0.05269169,-20.05949593,-20.51503181,38.86503601,35.69253540,0.10232371,0.09996047,0,0,28.14883868
20400,0.69432640,1,0.33647224,0.81539835,0.27435891,92.20585417,1,0,0.06487500,0.05289897,-21.70429230,-22.39861870,10.51550674,10.11013412,0.06419108,0.06487500,0,0,21.97136879
20500,0.00000000,0,0.00000000,0.50488838,0.00000000,0.00000000,0,0,0.10511577,0.05307173,-15.23158932,-15.23158932,27.68387222,27.68387222,0.10511577,0.10511577,0,936,13.73185730
20600,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,0,0,0.03471040,0.05321245,-20.08394623,-20.08394623,9.07474995,9.07474995,0.03471040,0.03471040,0,836,19.98037720
20700,0.00000000,0,0.00000000,0.54428182,0.00000000,0.00000000,0,0,0.09818050,0.05343786,-21.04368973,-21.04368973,25.27963066,25.27963066,0.09818050,0.09818050,0,736,22.21638184
20800,0.00000000,0,0.00000000,0.71332239,0.00000000,0.00000000,0,0,0.07514787,0.05360466,-15.06540775,-15.06540775,22.84271049,22.84271049,0.07514787,0.07514787,0,636,16.01956201
20900,0.00000000,0,0.00000000,0.43321796,0.00000000,0.00000000,0,0,0.12408027,0.05375380,-16.37758636,-16.37758636,33.76800156,33.76800156,0.12408027,0.12408027,0,536,18.31447728
21000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,0,0,0.00494243,0.05386596,-55.31558990,-55.31558990,1.16354322,1.16354322,0.00494243,0.00494243,0,436,56.39686012
21100,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,0,0,0.03297981,0.05381522,-23.11285591,-23.11285591,4.59661198,4.59661198,0.03297981,0.03297981,0,336,23.29360723
21200,0.00000000,0,0.00000000,0.59912754,0.00000000,0.00000000,0,0,0.08999053,0.05391581,-16.46729469,-16.46729469,24.94961357,24.94961357,0.08999053,0.08999053,0,236,16.79913759
21300,0.00000000,0,0.00000000,0.44378812,0.00000000,0.00000000,0,0,0.12194961,0.05411979,-20.08502388,-20.08502388,36.26823807,36.26823807,0.12194961,0.12194961,0,136,23.75121816
21400,0.00000000,0,0.00000000,0.60749512,0.00000000,0.00000000,0,0,0.08942009,0.05432227,-21.51495361,-21.51495361,31.16856575,31.16856575,0.08942009,0.08942009,0,36,22.47401237
21500,-0.06188965,0,-0.51082562,0.59263279,-0.30273201,0.59947233,1,0,0.09196493,0.05450143,-18.24230194,-18.18041229,32.58924484,32.40971375,0.09001879,0.09196493,0,0,19.53287659
21600,0.31544399,1,0.33647224,1.00000000,0.33647224,2.46113244,1,0,0.03694496,0.05468612,-15.86341572,-16.17885971,9.46119308,9.75983334,0.03558235,0.03694496,0,0,15.82269549
21700,0.55493164,1,0.33647224,0.43644096,0.14685027,0.56704638,1,0,0.12577268,0.05489235,-15.59181213,-16.14674377,29.12570572,32.37442017,0.12213712,0.12577268,0,0,14.95500565
21800,0.32548523,1,0.33647224,0.90764358,0.30539687,4.19398636,1,0,0.06063819,0.05503786,-16.63146210,-16.95694733,15.70730591,18.07281303,0.06558488,0.06063819,0,0,16.37630415
21900,0.64200115,1,0.33647224,0.51041418,0.17174020,4.87958086,1,0,0.10812116,0.05518657,-13.94364643,-14.58564758,21.93570709,24.55167389,0.10978387,0.10812116,0,0,15.26818275
22000,-0.59442139,0,-0.51082562,1.00000000,-0.51082562,18.76907101,1,0,0.00818459,0.05530012,-67.27610779,-66.68168640,1.24110770,1.27743959,0.00885516,0.00818459,0,0,69.59364700
22100,2.16370964,1,0.33647224,0.39274836,0.13214892,22.26275531,1,0,0.14060514,0.05522244,-20.69448662,-22.85819626,26.91543198,23.21729279,0.14907090,0.14060514,0,0,21.44033813
22200,0.67174721,1,0.33647224,1.00000000,0.33647224,52.69700009,1,0,0.03605631,0.05511511,-16.56261063,-17.23435783,10.79993057,8.80100536,0.04418902,0.03605631,0,0,16.47468996
22300,-0.91601372,0,-0.51082562,1.00000000,-0.51082562,74.87472647,1,0,0.05114854,0.05502342,-17.13709068,-16.22107697,21.80058289,15.77993965,0.04697962,0.05114854,0,0,17.86533451
22400,1.09782791,1,0.33647224,0.64783208,0.21797751,86.49671912,1,0,0.08515375,0.05516533,-17.53769684,-18.63552475,28.34920120,22.71824265,0.08475503,0.08515375,0,0,18.39553197
22500,0.73276329,1,0.33647224,0.75214503,0.25307592,89.19689784,1,0,0.07357476,0.05533889,-15.35446548,-16.08722878,19.11293602,15.94475937,0.07828816,0.07357476,0,0,15.88142705
22600,-1.59125710,0,-0.51082562,0.42094776,-0.21503090,91.32993593,1,0,0.13181591,0.05548761,-17.58886528,-15.99760818,40.53240967,40.52300644,0.13778012,0.13181591,0,0,23.96317720
22700,-0.41925430,0,-0.51082562,1.00000000,-0.51082562,68.74451505,1,0,0.04627399,0.05564310,-15.64095497,-15.22170067,21.21868515,22.18645477,0.04366655,0.04627399,0,0,15.76739597
22800,-0.97617722,0,-0.51082562,0.51343631,-0.26227642,45.55387418,1,0,0.10869025,0.05580552,-19.16723251,-18.19105530,34.35749054,38.66293716,0.10931620,0.10869025,0,0,19.23966281
22900,0.37948990,1,0.33647224,0.42435377,0.14278326,18.33839908,1,0,0.13180327,0.05593122,-17.91496277,-18.29445267,30.19837761,32.05775452,0.12801424,0.13180327,0,0,19.56164837
23000,0.28672791,1,0.33647224,1.00000000,0.33647224,0.67294447,1,0,0.00373372,0.05608253,-54.85637665,-55.14310455,1.14953852,1.15251136,0.00392107,0.00373372,0,0,55.23457718
23100,1.56270027,1,0.33647224,0.65487305,0.22034660,17.09716274,1,0,0.08556921,0.05603697,-21.31514931,-22.87784958,25.95125389,21.69117737,0.08377862,0.08556921,0,0,23.26163712
23200,0.48259926,1,0.33647224,0.81114972,0.27292936,43.39673827,1,0,0.06900070,0.05596990,-19.19810104,-19.68070030,9.69845772,7.00633860,0.08426823,0.06900070,0,0,19.86671321
23300,3.23019028,1,0.33647224,1.00000000,0.33647224,58.36240346,1,0,0.03165346,0.05577441,-25.97145271,-29.20164299,6.73287868,4.93363428,0.03430631,0.03165346,0,0,25.77058220
23400,-0.71991158,0,-0.51082562,0.87261570,-0.44575446,79.86226189,1,0,0.06380795,0.05567982,-21.60688972,-20.88697815,23.22836113,14.90155220,0.07451282,0.06380795,0,0,21.32811737
23500,-0.28235817,0,-0.51082562,0.84588600,-0.43210025,73.04112488,1,0,0.06592537,0.05576535,-14.65162945,-14.36927128,24.68459702,18.15337372,0.07272881,0.06592537,0,0,14.17165279
23600,0.42267227,1,0.33647224,0.90316881,0.30389123,78.21763714,1,0,0.06185252,0.05586327,-19.09956551,-19.52223778,34.08105850,29.46611214,0.06515697,0.06185252,0,0,18.93064308
23700,0.33323097,1,0.33647224,1.00000000,0.33647224,70.05830777,1,0,0.04591976,0.05602517,-19.00436974,-19.33760071,28.32553864,26.37405396,0.04261923,0.04591976,0,0,20.51528168
23800,-0.06280708,0,-0.51082562,0.51730065,-0.26425043,58.48651570,1,0,0.10849909,0.05612665,-16.51437569,-16.45156860,29.59810066,29.98496437,0.11256830,0.10849909,0,0,16.29564349
23900,0.48844147,1,0.33647224,0.77658568,0.26129952,53.98339504,1,0,0.07240213,0.05622646,-17.53484917,-18.02329063,28.50559425,30.55950165,0.06868629,0.07240213,0,0,17.61875677
24000,-0.94139099,0,-0.51082562,1.00000000,-0.51082562,65.47883397,1,0,0.00348717,0.05632174,-56.04029846,-55.09890747,1.14004052,1.15550387,0.00361561,0.00348717,0,0,56.32943649
24100,1.01014519,1,0.33647224,1.00000000,0.33647224,65.58941304,1,0,0.02788265,0.05617459,-21.80489922,-22.81504440,4.89932680,4.56573915,0.02713142,0.02788265,0,0,21.79806805
24200,0.84303093,1,0.33647224,1.00000000,0.33647224,92.23938789,1,0,0.02729044,0.05611762,-24.10441589,-24.94744682,4.56772137,4.05471992,0.02644855,0.02729044,0,0,24.59483385
24300,0.00000000,0,0.00000000,0.81268052,0.00000000,0.00000000,0,0,0.06908437,0.05614352,-17.09930420,-17.09930420,25.31617546,25.31617546,0.06908437,0.06908437,0,994,17.18714142
24400,0.00000000,0,0.00000000,0.85215766,0.00000000,0.00000000,0,0,0.06605477,0.05628908,-17.44097137,-17.44097137,25.57410622,25.57410622,0.06605477,0.06605477,0,894,17.87635803
24500,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,0,0,0.03274705,0.05644699,-23.00527954,-23.00527954,7.47613525,7.47613525,0.03274705,0.03274705,0,794,23.17905172
24600,0.00000000,0,0.00000000,0.99235474,0.00000000,0.00000000,0,0,0.05702291,0.05658696,-19.92851639,-19.92851639,23.89795876,23.89795876,0.05702291,0.05702291,0,694,20.45043373
24700,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,0,0,0.03784237,0.05668365,-19.27050018,-19.27050018,9.70900345,9.70900345,0.03784237,0.03784237,0,594,19.10039520
24800,0.00000000,0,0.00000000,0.87463888,0.00000000,0.00000000,0,0,0.06489840,0.05676267,-16.97666550,-16.97666550,25.35474396,25.35474396,0.06489840,0.06489840,0,494,17.30455589
24900,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,0,0,0.03931260,0.05688034,-21.75308037,-21.75308037,10.36637020,10.36637020,0.03931260,0.03931260,0,394,22.72188044
25000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,0,0,0.00530860,0.05702730,-27.28358269,-27.28358269,1.26234901,1.26234901,0.00530860,0.00530860,0,294,29.48687363
